spectral-norm.out
CPython,9.18585705757,9.17,796.0,.0,99.0,100.0,0.0
PyPy,0.202362060547,0.19,844.0,.0,100.0,94.0,5.0
Jython,17.3804249763,26.39,257436.0,0.0,39.0,72.0,100.0
n-body.out
CPython,143.89530611,143.85,704.0,0.0,98.0,64.0,30.0
PyPy,22.0832290649,22.03,788.0,.0,1.0,100.0,99.0
Jython,184.496078014,195.17,253648.0,7.0,73.0,40.0,39.0
binary-trees.out
CPython,2.86983299255,7.82,748.0,9.0,95.0,93.0,90.0
PyPy,2.29194307327,4.42,852.0,0.0,100.0,66.0,58.0
regex-dna.out
CPython,0.105468988419,0.1,776.0,8.0,10.0,100.0,100.0
PyPy,0.202027797699,0.19,796.0,0.0,100.0,100.0,10.0
Jython,4.69650697708,20.88,158548.0,9.0,76.0,73.0,76.0
pystone.out
CPython,0.74955201149,0.74,748.0,.0,100.0,100.0,1.0
PyPy,0.142832994461,0.13,788.0,.0,100.0,0.0,100.0
Jython,8.37130188942,43.37,276576.0,00.0,88.0,89.0,82.0
thread-ring.out
CPython,1.27937102318,1.26,752.0,9.0,0.0,100.0,0.0
PyPy,0.204261064529,0.19,704.0,.0,100.0,0.0,94.0
Jython,5.89381098747,23.8,251344.0,1.0,82.0,63.0,61.0
meteor-contest.out
CPython,0.0161108970642,0.01,696.0,9.0,0.0,100.0,0.0
PyPy,6.11535406113,6.1,748.0,9.0,35.0,39.0,23.0
Jython,30.9827339649,42.48,277984.0,6.0,68.0,91.0,58.0
richards.out
CPython,2.94636321068,2.94,844.0,7.0,22.0,100.0,0.0
PyPy,0.484627962112,0.47,784.0,.0,100.0,2.0,100.0
Jython,10.2903168201,21.68,265312.0,3.0,64.0,73.0,100.0
reverse-complement.out
CPython,0.0254571437836,0.02,844.0,9.0,0.0,50.0,33.0
PyPy,0.0616891384125,0.05,696.0,6.0,100.0,16.0,66.0
Jython,4.0722079277,16.96,141340.0,4.0,65.0,82.0,80.0
k-nucleotide.out
CPython,0.475775003433,0.47,788.0,.0,100.0,100.0,8.0
PyPy,0.442873001099,0.43,780.0,9.0,100.0,10.0,23.0
Jython,5.80714702606,13.3,249224.0,00.0,82.0,81.0,75.0
chameneos-redux.out
CPython,20.1250309944,37.76,748.0,4.0,100.0,27.0,51.0
PyPy,17.2522990704,30.72,740.0,7.0,100.0,20.0,25.0
fasta.out
CPython,27.5893311501,26.47,704.0,9.0,94.0,55.0,52.0
PyPy,16.0557382107,11.28,780.0,7.0,69.0,52.0,62.0
Jython,94.4543030262,207.32,329512.0,7.0,46.0,74.0,77.0
fibonacci.out
CPython,1.34913110733,1.34,744.0,00.0,0.0,29.0,44.0
PyPy,0.58279299736,0.55,700.0,2.0,100.0,96.0,12.0
Jython,5.3827650547,12.23,242960.0,00.0,85.0,69.0,75.0
pidigits.out
CPython,6.65831708908,6.63,708.0,.0,99.0,10.0,100.0
PyPy,8.03442406654,7.99,844.0,3.0,36.0,26.0,99.0
Jython,18.0359239578,26.6,327408.0,1.0,64.0,46.0,58.0
